id_proposta,id_cliente,codigo_fipe,score_credito,renda_mensal,percentual_entrada
274536,75146,021236-9,340,27781.3,0.68
274537,52270,004094-0,809,20251.92,0.69
274538,57059,023035-9,443,19411.05,0.59
274539,37026,025319-7,329,16100.98,0.41
274540,91117,025114-3,424,22029.41,0.46
274541,57448,024144-0,540,19848.83,0.62
274542,28915,021495-7,680,19331.91,0.56
274543,14208,023111-8,874,7196.58,0.66
274544,39713,017091-7,763,15826.81,0.26
274545,90090,025154-2,578,17911.53,0.15
274546,63408,001549-0,937,4446.54,0.49
274547,15189,003002-3,937,29859.22,0.38
274548,68374,016050-4,821,22736.43,0.51
274549,34421,011048-5,709,5205.57,0.18
274550,81778,004497-0,730,13961.82,0.63
274551,56671,005141-1,489,28027.13,0.37
274552,92234,022017-5,919,21944.27,0.21
274553,64305,008006-3,728,25378.63,0.55
274554,75761,085009-8,406,6069.48,0.11
274555,18670,071035-0,309,12485.05,0.12
274556,67566,033167-8,397,29959.18,0.62
274557,52675,002018-4,971,28795.21,0.66
274558,81922,002125-3,379,9973.41,0.53
274559,83815,015052-5,546,26226.96,0.65
274560,92399,002120-2,409,20424.78,0.55
274561,26692,003482-7,805,4807.0,0.11
274562,49566,022012-4,621,22025.82,0.59
274563,92459,004049-5,373,9946.16,0.6
274564,56547,003117-8,557,8806.01,0.31
274565,58825,005475-5,551,28767.47,0.22
274566,56065,017012-7,396,29378.27,0.58
274567,67523,018017-3,903,7329.74,0.12
274568,76084,035008-7,393,29448.6,0.53
274569,75537,009213-4,666,17172.19,0.47
274570,27441,003141-0,937,16303.22,0.27
274571,23625,004318-4,507,8725.15,0.12
274572,20465,023170-3,948,28005.29,0.25
274573,50520,002201-2,352,12187.54,0.37
274574,53892,009324-6,529,11417.59,0.16
274575,15626,008084-5,653,8858.15,0.51
274576,96965,025124-0,937,13145.02,0.45
274577,96131,022034-5,426,11050.24,0.68
274578,61313,005129-2,907,19629.9,0.6
274579,52525,080024-4,423,5019.92,0.15
274580,26978,024092-3,477,20353.22,0.21
274581,20959,031024-7,563,9905.34,0.37
274582,69498,005537-9,722,12817.69,0.4
274583,21961,021500-7,728,6026.19,0.26
274584,64423,001578-4,983,8691.08,0.26
274585,36510,005020-2,704,3176.6,0.44
274586,66479,072004-6,727,5001.64,0.67
274587,24410,002077-0,336,19074.19,0.2
274588,83052,009037-9,305,13123.28,0.5
274589,49593,004191-2,705,15318.4,0.46
274590,22119,017092-5,912,28496.44,0.11
274591,16482,022091-4,550,19271.95,0.31
274592,99256,021542-2,546,7366.37,0.58
274593,64072,035007-9,497,19223.22,0.35
274594,91972,008265-1,952,22533.13,0.58
274595,59061,025221-2,307,3665.29,0.18
274596,92176,024267-5,964,27390.89,0.62
274597,17755,025031-7,991,6755.41,0.33
274598,70675,024173-3,732,6762.24,0.57
274599,67358,070004-5,996,4868.76,0.68
274600,94816,035083-4,342,5767.19,0.5
274601,77660,001496-6,740,18881.85,0.38
274602,30169,007005-0,597,7374.05,0.68
274603,68339,027026-1,311,13849.06,0.1
274604,29333,009216-9,867,22020.61,0.65
274605,93585,055032-9,844,16078.71,0.32
274606,48986,056006-5,670,23673.76,0.43
274607,87659,079003-6,896,12439.11,0.58
274608,70069,083006-2,933,20664.63,0.68
274609,25179,091020-1,886,4229.34,0.33
274610,12898,009034-4,420,13143.92,0.25
274611,33825,003516-5,355,27704.28,0.44
274612,91563,035028-1,806,3318.09,0.44
274613,89327,055022-1,939,25257.43,0.55
274614,85059,008081-0,990,17042.7,0.33
274615,55667,025101-1,305,4995.28,0.65
274616,11245,004259-5,336,18727.45,0.54
274617,28709,017077-1,769,27258.41,0.44
274618,66677,003183-6,806,11661.63,0.53
274619,45133,035038-9,669,19909.83,0.26
274620,37689,001575-0,870,25063.51,0.64
274621,29522,015239-0,838,18908.75,0.6
274622,41935,005441-0,782,8538.9,0.63
274623,51102,033102-3,844,15056.76,0.56
274624,69293,023080-4,970,19654.83,0.38
274625,34729,015026-6,683,28455.04,0.67
274626,82797,004298-6,413,19124.42,0.32
274627,62420,001359-5,830,4156.87,0.55
274628,30857,001279-3,650,11014.42,0.4
274629,74248,005215-9,667,25444.42,0.37
274630,67337,015054-1,732,18897.23,0.62
274631,91461,015188-2,383,15975.32,0.33
274632,49548,005058-0,885,18721.16,0.37
274633,98889,001565-2,487,21639.03,0.43
274634,89852,001269-6,750,3544.16,0.33
274635,22980,064004-2,836,7502.86,0.33
274636,59938,021043-9,637,25641.21,0.44
274637,81841,005299-0,931,16470.02,0.22
274638,76001,009009-3,554,18233.1,0.52
274639,20711,025263-8,769,24728.08,0.16
274640,42908,015232-3,679,8274.76,0.28
274641,93647,005130-6,850,18408.38,0.12
274642,21831,005457-7,343,22609.98,0.37
274643,11991,025281-6,977,6584.23,0.4
274644,68614,033179-1,526,12785.04,0.36
274645,92622,015109-2,499,29258.66,0.6
274646,67513,003355-3,379,5378.64,0.5
274647,77617,080011-2,452,17096.17,0.16
274648,53292,002062-1,509,9748.36,0.13
274649,85158,005250-7,453,7569.18,0.4
274650,47923,003412-6,585,15734.83,0.48
274651,54405,028041-0,991,18547.41,0.56
274652,43032,025202-6,499,9842.68,0.7
274653,33849,011003-5,930,21084.88,0.26
274654,93683,003122-4,354,10907.58,0.41
274655,34130,036001-5,753,10287.56,0.59
274656,67350,001256-4,311,24966.6,0.69
274657,68783,021232-6,508,6661.18,0.64
274658,74783,004345-1,402,11344.58,0.17
274659,32263,021485-0,870,24239.7,0.22
274660,75082,033242-9,392,21193.74,0.2
274661,40977,021558-9,845,26293.12,0.4
274662,43715,001015-4,365,16081.94,0.47
274663,87440,033008-6,739,16459.71,0.55
274664,13781,021298-9,962,20950.05,0.38
274665,13346,056008-1,570,5919.53,0.28
274666,74132,057039-7,972,12867.31,0.67
274667,24155,024263-2,335,23872.76,0.17
274668,26336,004035-5,474,29461.73,0.13
274669,60962,003405-3,469,4584.8,0.18
274670,66361,024044-3,351,19210.45,0.16
274671,61864,025275-1,403,14358.11,0.23
274672,99378,030014-4,713,22383.07,0.63
274673,87320,057053-2,926,29681.46,0.55
274674,82415,002047-8,864,5753.27,0.48
274675,70454,024266-7,928,18878.64,0.67
274676,80071,005558-1,307,6952.92,0.48
274677,95029,015142-4,971,24664.39,0.61
274678,30588,025161-5,492,28322.04,0.6
274679,12477,025090-2,864,4654.79,0.57
274680,36020,024235-7,562,29090.98,0.37
274681,98409,080006-6,645,12665.33,0.25
274682,92300,009109-0,479,4440.77,0.52
274683,56651,003415-0,666,9630.72,0.13
274684,45389,015076-2,574,22789.34,0.27
274685,46349,031038-7,430,4609.58,0.36
274686,15662,073018-1,346,18187.24,0.33
274687,29485,022213-5,742,6433.77,0.16
274688,77741,071042-3,633,17455.91,0.24
274689,46207,003165-8,343,5153.52,0.38
274690,11382,008227-9,514,3454.93,0.48
274691,35198,005283-3,737,24115.23,0.5
274692,88373,035037-0,550,12919.44,0.27
274693,48290,014097-0,525,13867.46,0.47
274694,67173,004229-3,609,26381.06,0.11
274695,73391,007011-4,579,19350.21,0.32
274696,74157,011237-2,572,22191.46,0.44
274697,75669,011107-4,848,27427.62,0.45
274698,80332,011055-8,637,20674.69,0.49
274699,15796,024256-0,315,16048.39,0.55
274700,37214,021494-9,604,26751.91,0.69
274701,22493,009190-1,586,5833.76,0.23
274702,51467,014101-1,455,24990.38,0.35
274703,76065,009116-2,642,17511.65,0.28
274704,45006,008183-3,451,16091.58,0.21
274705,97996,014040-6,555,24546.22,0.66
274706,37832,004148-3,946,26043.4,0.21
274707,75941,003423-1,488,20866.15,0.18
274708,14183,029166-8,740,13756.56,0.58
274709,47470,009014-0,628,28506.93,0.63
274710,15552,021088-9,416,25739.44,0.61
274711,79905,005294-9,511,14590.72,0.47
274712,18252,022165-1,746,24760.26,0.49
274713,23389,022004-3,542,28097.71,0.25
274714,31824,005060-1,613,8167.0,0.47
274715,25219,009283-5,605,12617.88,0.62
274716,20911,005415-1,820,10896.75,0.14
274717,13110,082007-5,363,21897.46,0.39
274718,89428,003482-7,658,10414.45,0.6
274719,62486,001159-2,348,8003.0,0.19
274720,11021,008177-9,528,22457.36,0.26
274721,53403,004206-4,988,29728.36,0.28
274722,87078,009122-7,980,22487.38,0.16
274723,71968,032003-0,354,17786.33,0.21
274724,49245,008175-2,572,12229.15,0.4
274725,11215,004535-7,844,13110.35,0.7
274726,22629,015024-0,724,28805.25,0.43
274727,92971,023161-4,625,18859.7,0.56
274728,46153,009125-1,615,28103.72,0.46
274729,32545,096010-1,709,28251.91,0.64
274730,78717,085021-7,787,10796.98,0.69
274731,80264,008133-7,632,28938.26,0.21
274732,24828,018105-6,776,5893.39,0.48
274733,33339,001172-0,463,24946.75,0.27
274734,87375,030011-0,430,4604.27,0.63
274735,49181,018089-0,851,18396.32,0.63
274736,56054,015227-7,655,7591.66,0.11
274737,53519,033169-4,865,10935.0,0.49
274738,45216,034024-3,420,18805.04,0.16
274739,80738,005322-8,844,3874.35,0.24
274740,60894,055024-8,513,6794.49,0.52
274741,96094,003503-3,600,12115.92,0.5
274742,11331,004411-3,506,15882.69,0.5
274743,19241,035054-0,707,8237.58,0.45
274744,26844,025235-2,309,15401.06,0.58
274745,58278,014009-0,937,16064.89,0.67
274746,52023,009013-1,444,12160.38,0.68
274747,79476,001244-0,791,5323.83,0.49
274748,72211,015230-7,588,28197.97,0.67
274749,79200,022164-3,418,26243.73,0.35
274750,89187,021264-4,852,9413.01,0.53
274751,94141,021044-7,335,29143.44,0.45
274752,98617,035082-6,404,14675.51,0.46
274753,62320,005171-3,476,23658.22,0.11
274754,18358,015223-4,880,25005.66,0.11
274755,81877,003377-4,908,26240.46,0.63
274756,66934,011047-7,542,19507.51,0.61
274757,82119,001094-4,543,14924.38,0.56
274758,62901,009261-4,920,20797.92,0.5
274759,27937,021101-0,496,11801.34,0.7
274760,34168,022211-9,326,20624.56,0.39
274761,48069,057040-0,568,12919.02,0.17
274762,12461,008159-0,580,11296.78,0.34
274763,45306,003005-8,994,9347.72,0.47
274764,58846,008309-7,882,13999.71,0.11
274765,23880,003353-7,362,19588.91,0.29
274766,86026,008064-0,674,25650.31,0.41
274767,44524,021208-3,464,14594.17,0.6
274768,49664,003229-8,680,27424.97,0.6
274769,29115,015244-7,693,25107.82,0.21
274770,71684,023129-0,427,7594.87,0.2
274771,44716,073031-9,490,24580.8,0.68
274772,58985,014097-0,960,3437.76,0.14
274773,55091,085007-1,977,11345.97,0.21
274774,37746,001586-5,356,10002.86,0.53
274775,75904,023152-5,721,22655.71,0.22
274776,38591,001475-3,986,27709.57,0.29
274777,91810,001498-2,589,28511.87,0.21
274778,43726,024279-9,809,12410.59,0.19
274779,71940,033094-9,380,7253.06,0.42
274780,98783,002126-1,386,15271.37,0.14
274781,50039,024138-5,361,22899.92,0.43
274782,77951,011147-3,509,25338.88,0.3
274783,71168,055010-8,391,26016.22,0.54
274784,50226,009280-0,872,19303.9,0.18
274785,74469,011126-0,603,22259.13,0.43
274786,57252,014003-1,980,24463.43,0.4
274787,39403,022067-1,928,7903.74,0.2
274788,55456,002050-8,692,26037.91,0.42
274789,29953,018010-6,426,17604.04,0.57
274790,85414,002171-7,360,9994.44,0.18
274791,96149,004386-9,765,11504.14,0.57
274792,15916,023164-9,466,15445.44,0.28
274793,48718,005076-8,536,14777.72,0.41
274794,14320,004283-8,758,25526.46,0.42
274795,94604,001182-7,536,23119.66,0.42
274796,12031,017037-2,349,21970.93,0.13
274797,88431,023066-9,439,24061.88,0.1
274798,94816,023187-8,361,22826.68,0.12
274799,76435,015203-0,522,8300.79,0.63
274800,42495,004382-6,906,8232.33,0.3
274801,82597,089034-0,853,18430.41,0.13
274802,34949,005383-0,986,19493.81,0.43
274803,57188,073006-8,874,10551.11,0.69
274804,30563,018078-5,314,22889.36,0.37
274805,59633,021476-0,341,21109.0,0.27
274806,18171,021220-2,561,11759.72,0.48
274807,75807,001313-7,662,18686.83,0.34
274808,13535,008238-4,336,12620.39,0.54
274809,30998,025211-5,708,4822.28,0.21
274810,45842,003327-8,829,26477.96,0.36
274811,68160,001224-6,464,28355.12,0.18
274812,83715,001473-7,825,26544.73,0.35
274813,42547,004175-0,477,19516.15,0.67
274814,88310,033134-1,648,25086.35,0.49
274815,27180,021518-0,495,22870.71,0.23
274816,83702,015042-8,997,19315.8,0.15
274817,50323,024173-3,391,18254.49,0.68
274818,28918,004400-8,341,16188.7,0.57
274819,43704,024048-6,835,12313.88,0.38
274820,69797,001420-6,862,7931.11,0.23
274821,53139,003329-4,331,7657.02,0.12
274822,22793,027021-0,505,6425.33,0.58
274823,16097,005009-1,692,14136.43,0.5
274824,86408,003360-0,934,15852.87,0.16
274825,24571,024002-8,582,12366.89,0.35
274826,59603,025005-8,844,15154.23,0.14
274827,10273,003356-1,467,9344.98,0.46
274828,92944,003069-4,447,8589.17,0.43
274829,86436,029011-4,471,20403.7,0.38
274830,34741,023203-3,506,3582.74,0.6
274831,65705,028009-7,385,18353.08,0.6
274832,84024,024181-4,609,16446.11,0.29
274833,50624,001327-7,308,18817.88,0.59
274834,67172,025246-8,743,22909.89,0.12
274835,69370,004140-8,768,12929.17,0.27
274836,23404,022157-0,528,9105.35,0.46
274837,19128,021564-3,783,22090.52,0.24
274838,70394,008253-8,581,18014.81,0.36
274839,67439,080023-6,533,12120.28,0.27
274840,43338,004028-2,305,20565.86,0.65
274841,25235,004247-1,743,14453.59,0.69
274842,64588,022102-3,824,7494.96,0.2
274843,82242,023056-1,555,7115.69,0.59
274844,41733,001342-0,353,25839.85,0.43
274845,43534,086017-4,311,13565.12,0.7
274846,11626,021454-0,407,19954.39,0.15
274847,68176,006017-8,707,13178.48,0.31
274848,65472,028059-3,703,9991.92,0.14
274849,63862,009279-7,349,17936.34,0.52
274850,87853,021361-6,355,26005.79,0.48
274851,48602,011132-5,578,24046.92,0.42
274852,73710,004287-0,726,5832.89,0.61
274853,81160,001191-6,961,22711.8,0.62
274854,14606,008142-6,531,3021.34,0.49
274855,95445,004121-1,578,12163.84,0.32
274856,80930,009274-6,646,29140.42,0.46
274857,89969,005404-6,972,16480.85,0.6
274858,39659,027044-0,448,21770.77,0.44
274859,63707,001362-5,910,6681.92,0.13
274860,41871,019004-7,320,5543.04,0.48
274861,84918,035133-4,857,16140.08,0.29
274862,22553,078019-7,949,23193.72,0.67
274863,82691,002069-9,879,27985.02,0.21
274864,92303,009320-3,380,13886.44,0.44
274865,71272,021105-2,779,25329.83,0.66
274866,12198,095011-4,429,12211.4,0.61
274867,15367,025082-1,667,28032.27,0.6
274868,92490,022178-3,682,25645.45,0.37
274869,61794,004552-7,521,8416.18,0.19
274870,64373,025155-0,719,16212.2,0.11
274871,46499,029112-9,933,26441.18,0.47
274872,29372,004242-0,562,22443.72,0.64
274873,73249,021454-0,942,27546.05,0.35
274874,68415,008126-4,578,20030.91,0.13
274875,16474,001177-0,827,4999.19,0.4
274876,59913,024088-5,460,17017.14,0.34
274877,73192,018043-2,567,14078.79,0.18
274878,33786,002070-2,404,3684.63,0.56
274879,37136,009071-9,688,7330.25,0.29
274880,76463,008307-0,651,22754.7,0.5
274881,28528,001254-8,481,17341.54,0.13
274882,44566,024163-6,637,12576.5,0.1
274883,86998,005310-4,711,28023.81,0.19
274884,86899,009195-2,556,7738.3,0.44
274885,50365,022039-6,852,8577.75,0.27
274886,63399,002229-2,910,13070.0,0.32
274887,23892,011172-4,655,20778.13,0.48
274888,88549,018035-1,808,14643.14,0.26
274889,22451,027057-1,489,27984.06,0.3
274890,92370,008255-4,758,11154.57,0.61
274891,35393,008094-2,599,8081.61,0.2
274892,63732,013031-1,951,20583.01,0.32
274893,82121,010004-8,817,29443.7,0.18
274894,40693,009066-2,521,10447.33,0.53
274895,46653,002024-9,306,29687.73,0.17
274896,94467,011218-6,995,13302.27,0.53
274897,62184,086012-3,569,25256.87,0.17
274898,62891,009085-9,588,18941.91,0.41
274899,27593,027010-5,330,3136.76,0.68
274900,88311,083011-9,890,29382.98,0.38
274901,22511,008226-0,577,17612.8,0.1
274902,30406,055022-1,892,12594.75,0.49
274903,66819,021534-1,722,20400.97,0.25
274904,60136,025310-3,451,18606.59,0.67
274905,74349,028059-3,821,12229.57,0.66
274906,55156,002013-3,836,9826.04,0.11
274907,21005,009014-0,842,4693.93,0.49
274908,24199,003036-8,473,26868.65,0.16
274909,53439,002156-3,789,11913.16,0.68
274910,14644,089029-4,987,18952.9,0.3
274911,85263,003405-3,746,19794.7,0.39
274912,20629,003491-6,750,24443.6,0.37
274913,49122,004094-0,648,28581.67,0.13
274914,52879,029114-5,380,20310.01,0.25
274915,80741,004158-0,456,26409.9,0.64
274916,48392,009041-7,478,17014.03,0.52
274917,88586,001057-0,797,4272.46,0.49
274918,98271,004158-0,857,23372.17,0.38
274919,51945,009142-1,411,16695.46,0.68
274920,96787,005096-2,775,13660.86,0.49
274921,21151,009086-7,747,8728.37,0.54
274922,75331,024245-4,804,16267.27,0.63
274923,29056,035040-0,888,22500.29,0.12
274924,37922,001233-5,741,19675.89,0.5
274925,50539,004421-0,325,4086.25,0.37
274926,87176,003268-9,499,28301.07,0.55
274927,25489,004368-0,744,8215.33,0.34
274928,54929,004009-6,753,23778.28,0.68
274929,57703,004050-9,959,28456.48,0.5
274930,48645,003183-6,436,16935.99,0.58
274931,94826,004330-3,424,10017.46,0.33
274932,35071,001158-4,561,13202.39,0.22
274933,32906,021252-0,579,9873.5,0.45
274934,30835,035062-1,619,4283.13,0.66
274935,91291,021347-0,537,10376.99,0.53
274936,96453,004035-5,970,7982.94,0.33
274937,46827,071045-8,450,24263.5,0.47
274938,51787,023024-3,491,9453.85,0.23
274939,66860,024087-7,535,24234.78,0.28
274940,96624,026005-3,790,14336.11,0.33
274941,79680,008275-9,811,17572.58,0.64
274942,94087,024048-6,324,12854.88,0.11
274943,24608,003325-1,585,28683.8,0.3
274944,33658,003083-0,342,11339.87,0.52
274945,56943,001140-1,745,28289.76,0.39
274946,19011,024195-4,878,12440.16,0.25
274947,43226,004212-9,436,3900.49,0.46
274948,31169,011076-0,878,22026.62,0.56
274949,98974,014106-2,394,23869.24,0.19
274950,79278,029044-0,947,3259.04,0.7
274951,70940,033222-4,814,14658.41,0.27
274952,28426,018008-4,462,24719.34,0.63
274953,91170,022034-5,420,22371.36,0.59
274954,14933,004333-8,568,3021.35,0.22
274955,53931,005142-0,985,16165.96,0.55
274956,47531,001248-3,803,13884.42,0.24
274957,79199,028039-9,390,11605.0,0.29
274958,84865,021027-7,974,22757.01,0.27
274959,50480,011182-1,839,20134.87,0.33
274960,36737,035124-5,916,4077.25,0.68
274961,11000,011115-5,573,7228.8,0.31
274962,57020,013011-7,435,14377.82,0.6
274963,27839,003223-9,866,25458.36,0.61
274964,97541,003262-0,972,3189.13,0.25
274965,19586,035050-8,879,7325.95,0.42
274966,81230,004196-3,736,4534.11,0.15
274967,72550,024094-0,834,14367.66,0.4
274968,22032,012004-9,563,17968.99,0.32
274969,19661,005396-1,561,11805.07,0.26
274970,47468,004443-1,661,22208.35,0.53
274971,30679,027053-9,530,17758.61,0.53
274972,90588,008189-2,328,22839.72,0.26
274973,87907,015154-8,941,19179.25,0.41
274974,80902,024224-1,895,18410.79,0.49
274975,11907,025182-8,729,11207.33,0.47
274976,79124,005396-1,393,15167.38,0.28
274977,83519,023133-9,358,12313.38,0.69
274978,85993,005095-4,674,7082.63,0.19
274979,25325,024189-0,925,14575.99,0.58
274980,27641,017048-8,380,28402.44,0.23
274981,77743,023164-9,833,7829.16,0.54
274982,23469,001092-8,843,28290.64,0.29
274983,18971,002108-3,449,13822.04,0.58
274984,17267,009191-0,577,8369.4,0.35
274985,10555,016052-0,325,22064.48,0.52
274986,70568,060012-1,492,24942.52,0.2
274987,50928,021178-8,315,27990.54,0.47
274988,78628,029084-0,419,16529.7,0.67
274989,44041,028080-1,936,22388.03,0.58
274990,11212,005282-5,537,13185.28,0.29
274991,40017,021298-9,599,15785.4,0.58
274992,75044,018012-2,751,26475.25,0.46
274993,12719,030011-0,937,23931.1,0.31
274994,98579,001577-6,862,23986.17,0.62
274995,91678,033133-3,423,6778.28,0.56
274996,66315,023066-9,654,3796.81,0.28
274997,43468,009275-4,705,9701.23,0.14
274998,69533,030013-6,341,5194.34,0.32
274999,16489,024014-1,467,7594.77,0.16
275000,51262,057029-0,338,10050.13,0.37
275001,80785,022091-4,773,24338.4,0.47
275002,98531,004241-2,592,20864.43,0.54
275003,49745,016053-9,637,28715.63,0.31
275004,67519,003276-0,662,4901.05,0.22
275005,32721,021172-9,923,27984.07,0.46
275006,78527,005422-4,872,18134.16,0.13
275007,30241,024150-4,406,6813.85,0.37
275008,84930,004370-2,540,20222.85,0.56
275009,15871,003279-4,576,7298.62,0.44
275010,12691,001319-6,937,26301.15,0.64
275011,63328,011085-0,907,9700.07,0.3
275012,24496,021143-5,848,28531.15,0.13
275013,14502,011139-2,434,5461.34,0.48
275014,76740,002032-0,490,7260.08,0.5
275015,27676,003225-5,821,7332.53,0.44
275016,87288,066011-6,790,25503.1,0.2
275017,55549,025144-5,457,9105.35,0.4
275018,94158,003384-7,370,26472.18,0.14
275019,72784,071034-2,813,12195.72,0.38
275020,40055,004255-2,825,12473.55,0.4
275021,43321,025250-6,979,11963.05,0.49
275022,39790,021172-9,824,26988.78,0.18
275023,65651,004370-2,461,13665.6,0.51
275024,56680,003314-6,679,7718.35,0.5
275025,25980,035099-0,828,24302.5,0.32
275026,86520,005069-5,313,6455.33,0.22
275027,62325,004285-4,686,15015.34,0.25
275028,24356,004140-8,422,25778.5,0.57
275029,90581,073003-3,499,15150.24,0.2
275030,86329,011113-9,934,27216.34,0.39
275031,71988,004461-0,367,3515.15,0.41
275032,48599,022110-4,789,24953.62,0.11
275033,81040,021259-8,808,8083.13,0.28
275034,77225,045001-4,427,18054.76,0.32
275035,34527,009026-3,615,20279.39,0.43
275036,79488,021195-8,772,16751.2,0.6
275037,48950,017086-0,885,3180.39,0.14
275038,57150,034018-9,857,16348.46,0.67
275039,85063,005512-3,311,7484.57,0.53
275040,72363,015147-5,399,14054.32,0.62
275041,87808,005405-4,945,9800.88,0.26
275042,74696,035087-7,591,24092.45,0.53
275043,32486,005052-0,824,10212.12,0.25
275044,20349,015124-6,503,12500.58,0.6
275045,70615,004519-5,654,17457.84,0.66
275046,24508,308002-1,790,17768.07,0.38
275047,27728,033238-0,857,19754.21,0.24
275048,86291,021532-5,797,15479.5,0.67
275049,77516,024205-5,625,11043.36,0.5
275050,72634,011131-7,618,8739.08,0.65
275051,99960,005282-5,466,4379.96,0.53
275052,25506,035121-0,762,19246.48,0.45
275053,77427,016034-2,320,14024.15,0.56
275054,64400,001168-1,673,29016.06,0.33
275055,17742,021125-7,739,20077.96,0.61
275056,29740,001399-4,991,8641.02,0.55
275057,66874,035063-0,739,9502.14,0.35
275058,68949,001034-0,533,12672.6,0.64
275059,40680,004500-4,538,19093.46,0.5
275060,99343,006015-1,347,11797.59,0.4
275061,93004,005352-0,885,5184.2,0.64
275062,83934,073031-9,400,9294.7,0.24
275063,66451,086016-6,578,29037.81,0.64
275064,96892,005310-4,706,28082.02,0.67
275065,91911,003365-0,750,23080.74,0.54
275066,36475,004112-2,616,19214.73,0.6
275067,88848,078022-7,870,27891.95,0.18
275068,59910,029110-2,763,5552.11,0.54
275069,24250,003060-0,349,10754.69,0.63
275070,49233,003387-1,370,5222.49,0.51
275071,54560,004385-0,928,25207.19,0.23
275072,40331,001213-0,882,28110.47,0.13
275073,98972,035081-8,769,14897.78,0.47
275074,44394,015069-0,616,17944.0,0.66
275075,72959,001460-5,936,12284.69,0.46
275076,41856,021392-6,764,28774.19,0.56
275077,75661,003076-7,563,17668.1,0.54
275078,32665,003280-8,890,8497.67,0.43
275079,95237,008296-1,505,4179.3,0.21
275080,15357,008245-7,546,15828.71,0.65
275081,97342,025144-5,581,15784.81,0.34
275082,71286,008173-6,852,4358.0,0.12
275083,13195,011071-0,513,3863.43,0.57
275084,50003,009311-4,450,8967.95,0.11
275085,70268,001551-2,808,28829.31,0.66
275086,38085,035033-8,754,26597.62,0.16
275087,24837,004524-1,624,4165.71,0.62
275088,50296,005415-1,938,6797.08,0.26
275089,87770,001574-1,611,3122.68,0.36
275090,40080,008068-3,822,7330.5,0.31
275091,92668,023019-7,656,27700.94,0.34
275092,25930,033055-8,824,4621.17,0.64
275093,47768,009001-8,597,18507.11,0.25
275094,89441,015155-6,917,23776.29,0.66
275095,93693,021441-8,807,25564.6,0.22
275096,50345,021041-2,551,11944.16,0.41
275097,80455,073015-7,753,29777.86,0.22
275098,71393,024072-9,757,5665.02,0.46
275099,45516,029132-3,334,21267.68,0.7
275100,80025,025201-8,962,3509.0,0.24
275101,90751,009218-5,332,26871.84,0.38
275102,41114,004541-1,497,19424.85,0.11
275103,30575,017022-4,383,29481.78,0.67
275104,37575,021542-2,334,16655.62,0.33
275105,92335,303003-2,612,17220.04,0.48
275106,39266,008287-2,891,24908.33,0.18
275107,81623,001180-0,313,15516.02,0.47
275108,41394,008247-3,377,18949.29,0.38
275109,46669,004403-2,909,24190.23,0.29
275110,86167,004073-8,626,22339.97,0.64
275111,70534,015075-4,628,26859.25,0.2
275112,70484,056010-3,339,12717.84,0.34
275113,58221,002013-3,566,9459.29,0.46
275114,47182,016051-2,312,25043.44,0.54
275115,23628,033053-1,788,16583.74,0.61
275116,26226,001322-6,727,18398.34,0.67
275117,21005,023045-6,756,19208.43,0.45
275118,14611,001074-0,925,18118.4,0.54
275119,27463,009196-0,689,22124.45,0.53
275120,21818,003484-3,634,12492.69,0.32
275121,64009,066018-3,571,13114.2,0.22
275122,71583,021394-2,627,15347.97,0.64
275123,78408,003416-9,672,28534.13,0.67
275124,56430,073005-0,408,6700.87,0.65
275125,68533,005051-2,696,22249.21,0.35
275126,86666,024183-0,469,9921.29,0.29
275127,23855,029063-7,728,25840.04,0.65
275128,56191,022206-2,851,6951.64,0.52
275129,57328,006004-6,835,28993.17,0.35
275130,22050,001090-1,996,15433.19,0.6
275131,31331,027051-2,998,22955.05,0.3
275132,85567,005382-1,653,8050.31,0.36
275133,51113,002039-7,980,6733.95,0.64
275134,83837,027065-2,905,28560.64,0.27
275135,10506,020016-6,695,15876.94,0.63
275136,62217,033210-0,517,13897.76,0.23
275137,18163,024149-0,782,11397.01,0.24
275138,14894,017074-7,787,8510.77,0.28
275139,53406,005173-0,566,18995.38,0.61
275140,73465,025302-2,984,10257.71,0.36
275141,64520,003344-8,858,7406.62,0.24
275142,66896,025065-1,546,27189.83,0.35
275143,67828,035165-2,356,19691.36,0.12
275144,54392,008073-0,339,16535.74,0.38
275145,52966,033031-0,507,26135.25,0.15
275146,59325,022185-6,622,19044.77,0.23
275147,44230,004046-0,867,17835.76,0.44
275148,35629,005443-7,959,14347.66,0.61
275149,66796,015174-2,726,8436.08,0.52
275150,55543,024158-0,583,14748.12,0.31
275151,59936,008245-7,446,20909.4,0.13
275152,97396,003286-7,495,5642.82,0.61
275153,73423,009237-1,701,16971.67,0.15
275154,74606,003303-0,588,29764.96,0.32
275155,91209,023015-4,477,15802.59,0.68
275156,44398,022143-0,669,7353.98,0.27
275157,20698,025131-3,412,29379.69,0.67
275158,90997,033147-3,891,8787.81,0.44
275159,10725,089057-0,340,23205.61,0.65
275160,49917,044002-7,798,21313.58,0.18
275161,99218,004010-0,814,29885.84,0.42
275162,53383,011032-9,913,20007.93,0.16
275163,39565,004150-5,441,22551.62,0.63
275164,70272,068001-0,464,6347.36,0.7
275165,29867,021498-1,929,29893.89,0.26
275166,41199,001503-2,421,15294.71,0.68
275167,12691,016078-4,375,20201.13,0.39
275168,66231,009257-6,531,16706.89,0.61
275169,14152,009015-8,577,8715.01,0.39
